Set,Accesses,Hits,Misses,Evictions,WaysUsed,HitRate,EvictionRate
244,2335313,2244634,90679,90679,8,96.12,3.88
245,1142739,1058767,83972,83972,8,92.65,7.35
246,1120182,1036269,83913,83913,8,92.51,7.49
247,1143315,1058518,84797,84797,8,92.58,7.42
248,1194040,1110021,84019,84019,8,92.96,7.04
249,1188601,1104580,84021,84021,8,92.93,7.07
250,1192351,1108337,84014,84014,8,92.95,7.05
251,1165661,1081177,84484,84484,8,92.75,7.25
252,1124658,1040610,84048,84048,8,92.53,7.47
253,1126964,1042876,84088,84088,8,92.54,7.46
254,1125827,1041275,84552,84552,8,92.49,7.51
255,1344771,1259885,84886,84886,8,93.69,6.31
