Set,Accesses,Hits,Misses,Evictions,WaysUsed,HitRate,EvictionRate
107,5977,3381,2596,2596,3,56.57,43.43
108,7614,5119,2495,2495,3,67.23,32.77
109,3833,3538,295,295,4,92.30,7.70
110,4410,3415,995,995,4,77.44,22.56
111,19390,18403,987,987,4,94.91,5.09
112,8151,7193,958,958,5,88.25,11.75
113,7819,5316,2503,2503,5,67.99,32.01
114,2975,2817,158,158,6,94.69,5.31
115,155943,146992,8951,8951,6,94.26,5.74
116,111173,104568,6605,6605,5,94.06,5.94
117,78571,71321,7250,7250,6,90.77,9.23
118,17348,15880,1468,1468,6,91.54,8.46
119,67260,59386,7874,7874,5,88.29,11.71
120,25059,23058,2001,2001,6,92.01,7.99
121,86916,79005,7911,7911,6,90.90,9.10
122,26421,24935,1486,1486,5,94.38,5.62
123,27755,25519,2236,2236,6,91.94,8.06
124,98709,91809,6900,6899,7,93.01,6.99
125,390571,379765,10806,10805,4,97.23,2.77
126,279662,276287,3375,3374,6,98.79,1.21
127,795362,793895,1467,1466,5,99.82,0.18
128,819771,817422,2349,2348,4,99.71,0.29
129,276426,275249,1177,1177,3,99.57,0.43
130,17525,16139,1386,1386,4,92.09,7.91
131,21949,20753,1196,1196,4,94.55,5.45
132,19369,18246,1123,1123,4,94.20,5.80
133,18128272,18126717,1555,1555,4,99.99,0.01
134,3218194,3216719,1475,1475,5,99.95,0.05
135,66112,65136,976,976,4,98.52,1.48
136,65833,64977,856,856,4,98.70,1.30
137,66676,65719,957,957,4,98.56,1.44
138,95403,93634,1769,1769,3,98.15,1.85
139,75767,74219,1548,1548,2,97.96,2.04
140,101151,97182,3969,3969,4,96.08,3.92
141,128176,124213,3963,3963,4,96.91,3.09
142,144392,140284,4108,4108,3,97.15,2.85
143,98268,93847,4421,4421,5,95.50,4.50
144,4219026,4213838,5188,5188,7,99.88,0.12
145,3432068,3429415,2653,2653,5,99.92,0.08
146,52217,48402,3815,3815,7,92.69,7.31
147,31380,28471,2909,2909,6,90.73,9.27
148,20961,18347,2614,2614,5,87.53,12.47
149,16843,15306,1537,1537,5,90.87,9.13
150,14210,13337,873,873,5,93.86,6.14
151,17112,15878,1234,1234,5,92.79,7.21
152,20665,19412,1253,1253,6,93.94,6.06
153,7261,6811,450,450,6,93.80,6.20
154,22598,21412,1186,1186,7,94.75,5.25
155,11690,10602,1088,1088,6,90.69,9.31
156,9704,7999,1705,1705,7,82.43,17.57
157,28692,27091,1601,1601,5,94.42,5.58
158,21162,19211,1951,1951,4,90.78,9.22
159,12906,11847,1059,1059,5,91.79,8.21
160,9063,7699,1364,1364,5,84.95,15.05
161,16158,14919,1239,1239,4,92.33,7.67
162,16179,14592,1587,1587,4,90.19,9.81
163,18687,17094,1593,1593,4,91.48,8.52
164,28094,26462,1632,1632,4,94.19,5.81
165,2402939,2399221,3718,3718,7,99.85,0.15
166,3169387,3167017,2370,2370,6,99.93,0.07
167,36471,33139,3332,3331,7,90.86,9.13
168,30556,27974,2582,2582,3,91.55,8.45
169,16831,14918,1913,1913,3,88.63,11.37
170,17404,16475,929,929,3,94.66,5.34
171,7616,6766,850,850,3,88.84,11.16
172,10258,9272,986,986,3,90.39,9.61
173,33180,30532,2648,2648,5,92.02,7.98
174,57220,54594,2626,2626,5,95.41,4.59
175,47655,45112,2543,2543,5,94.66,5.34
176,41391,38773,2618,2618,6,93.67,6.33
177,6327,5878,449,449,5,92.90,7.10
178,5236,4756,480,480,4,90.83,9.17
179,7444,6779,665,665,3,91.07,8.93
180,49198,46161,3037,3037,5,93.83,6.17
181,134188,126652,7536,7536,5,94.38,5.62
182,240856,229725,11131,11131,6,95.38,4.62
183,41718,33119,8599,8599,5,79.39,20.61
184,16068,12046,4022,4022,4,74.97,25.03
185,3753,3567,186,186,3,95.04,4.96
186,37029,34008,3021,3021,6,91.84,8.16
187,15793,13111,2682,2682,6,83.02,16.98
188,29118,26174,2944,2944,5,89.89,10.11
189,28223,25248,2975,2975,5,89.46,10.54
190,14014,12896,1118,1118,4,92.02,7.98
191,13091,12240,851,851,5,93.50,6.50
192,10077,9790,287,287,5,97.15,2.85
193,6114,5965,149,149,4,97.56,2.44
194,3977,3826,151,151,4,96.20,3.80
195,12193,11061,1132,1132,3,90.72,9.28
196,55848,51346,4502,4502,6,91.94,8.06
197,28691,26326,2365,2365,6,91.76,8.24
198,26076,24410,1666,1666,4,93.61,6.39
199,61215,59363,1852,1852,4,96.97,3.03
200,59257,55022,4235,4235,7,92.85,7.15
201,95652,89013,6639,6639,7,93.06,6.94
202,112660,107237,5423,5423,5,95.19,4.81
203,127982,117435,10547,10547,7,91.76,8.24
204,95259,84166,11093,11093,8,88.35,11.65
205,39707,37622,2085,2085,7,94.75,5.25
206,43141,39891,3250,3250,6,92.47,7.53
207,7365,4822,2543,2543,5,65.47,34.53
208,139401,131717,7684,7684,6,94.49,5.51
209,101888,94111,7777,7777,6,92.37,7.63
210,119155,109711,9444,9444,6,92.07,7.93
211,54050,51507,2543,2543,5,95.30,4.70
212,66077,62297,3780,3780,5,94.28,5.72
213,17457,16540,917,917,5,94.75,5.25
214,78634,69058,9576,9576,7,87.82,12.18
215,83529,73952,9577,9577,7,88.53,11.47
216,25964,24126,1838,1838,8,92.92,7.08
217,159631,148264,11367,11367,8,92.88,7.12
218,123460,119513,3947,3947,8,96.80,3.20
219,76463,73599,2864,2864,8,96.25,3.75
220,61302,54438,6864,6864,7,88.80,11.20
221,19230,17542,1688,1688,7,91.22,8.78
222,110457,101539,8918,8918,7,91.93,8.07
223,13679,12308,1371,1371,6,89.98,10.02
224,26830,24605,2225,2225,5,91.71,8.29
225,140222,124508,15714,15714,7,88.79,11.21
226,164278,154911,9367,9367,7,94.30,5.70
227,62852,58730,4122,4122,5,93.44,6.56
228,39713,37640,2073,2073,3,94.78,5.22
229,81275,72551,8724,8724,4,89.27,10.73
230,186876,178145,8731,8731,4,95.33,4.67
231,241378,231740,9638,9638,4,96.01,3.99
232,235621,224690,10931,10931,5,95.36,4.64
233,194897,184613,10284,10284,5,94.72,5.28
234,53236,50080,3156,3156,4,94.07,5.93
235,36486,33592,2894,2894,3,92.07,7.93
236,224168,214760,9408,9408,3,95.80,4.20
237,177960,168541,9419,9419,3,94.71,5.29
238,23972,23772,200,200,5,99.17,0.83
239,33116,30936,2180,2180,5,93.42,6.58
240,29116,28219,897,897,4,96.92,3.08
241,23952,21643,2309,2309,4,90.36,9.64
242,9831,9240,591,591,3,93.99,6.01
243,16486,13814,2672,2672,4,83.79,16.21
244,38171,32761,5410,5410,4,85.83,14.17
245,61997,59445,2552,2552,4,95.88,4.12
246,37872,35281,2591,2591,6,93.16,6.84
247,67113,57219,9894,9894,5,85.26,14.74
248,21049,18070,2979,2979,4,85.85,14.15
249,44996,41396,3600,3600,4,92.00,8.00
250,175686,165237,10449,10449,6,94.05,5.95
251,218527,210875,7652,7652,6,96.50,3.50
252,142359,134225,8134,8134,7,94.29,5.71
253,209624,199638,9986,9986,5,95.24,4.76
254,171356,161390,9966,9966,5,94.18,5.82
255,9570,9249,321,321,4,96.65,3.35
