Set,Accesses,Hits,Misses,Evictions,WaysUsed,HitRate,EvictionRate
139,1122110,1040266,81844,81844,8,92.71,7.29
140,1130909,1049240,81669,81669,8,92.78,7.22
141,1135193,1053472,81721,81721,8,92.80,7.20
142,1125174,1043372,81802,81802,8,92.73,7.27
143,1142059,1059945,82114,82114,8,92.81,7.19
144,1126399,1044245,82154,82154,8,92.71,7.29
145,1121692,1040193,81499,81499,8,92.73,7.27
146,1119991,1038446,81545,81545,8,92.72,7.28
147,1122226,1040629,81597,81597,8,92.73,7.27
148,1120098,1038500,81598,81598,8,92.72,7.28
149,1121385,1040047,81338,81338,8,92.75,7.25
150,1119766,1038222,81544,81544,8,92.72,7.28
151,1121660,1040069,81591,81591,8,92.73,7.27
152,1119928,1038383,81545,81545,8,92.72,7.28
153,1121944,1040652,81292,81292,8,92.75,7.25
154,1119664,1038241,81423,81423,8,92.73,7.27
155,1120361,1039095,81266,81266,8,92.75,7.25
156,1127687,1045890,81797,81797,8,92.75,7.25
157,1121054,1039723,81331,81331,8,92.75,7.25
158,1119683,1038129,81554,81554,8,92.72,7.28
159,1828697,1734264,94433,94433,8,94.84,5.16
160,1119868,1038333,81535,81535,8,92.72,7.28
161,1121059,1039738,81321,81321,8,92.75,7.25
162,1120227,1038683,81544,81544,8,92.72,7.28
163,1131527,1050017,81510,81510,8,92.80,7.20
164,1129686,1047683,82003,82003,8,92.74,7.26
165,1120091,1038784,81307,81307,8,92.74,7.26
166,1119465,1037941,81524,81524,8,92.72,7.28
167,1119867,1038562,81305,81305,8,92.74,7.26
168,1142436,1060651,81785,81785,8,92.84,7.16
169,1126602,1045070,81532,81532,8,92.76,7.24
170,1125976,1044269,81707,81707,8,92.74,7.26
171,1127696,1046142,81554,81554,8,92.77,7.23
172,1275127,1192501,82626,82626,8,93.52,6.48
173,1146460,1064586,81874,81874,8,92.86,7.14
174,1140918,1059076,81842,81842,8,92.83,7.17
175,1134337,1052769,81568,81568,8,92.81,7.19
176,1140982,1059121,81861,81861,8,92.83,7.17
177,1127013,1045446,81567,81567,8,92.76,7.24
178,1120140,1038603,81537,81537,8,92.72,7.28
179,1120405,1039096,81309,81309,8,92.74,7.26
180,1120725,1039199,81526,81526,8,92.73,7.27
181,1121507,1040199,81308,81308,8,92.75,7.25
182,1122240,1040453,81787,81787,8,92.71,7.29
183,1121270,1039908,81362,81362,8,92.74,7.26
184,1119704,1038175,81529,81529,8,92.72,7.28
185,1120867,1039571,81296,81296,8,92.75,7.25
186,1119575,1038176,81399,81399,8,92.73,7.27
187,1132461,1050716,81745,81745,8,92.78,7.22
188,1131215,1049432,81783,81783,8,92.77,7.23
189,1121829,1040472,81357,81357,8,92.75,7.25
190,1119605,1038080,81525,81525,8,92.72,7.28
191,2312270,2216686,95584,95584,8,95.87,4.13
192,1226663,1144789,81874,81874,8,93.33,6.67
193,1079690,998904,80786,80786,8,92.52,7.48
194,1076983,995908,81075,81075,8,92.47,7.53
195,1078956,997839,81117,81117,8,92.48,7.52
196,1082696,1001624,81072,81072,8,92.51,7.49
197,1083643,1002774,80869,80869,8,92.54,7.46
198,1077586,996618,80968,80968,8,92.49,7.51
199,1075672,994416,81256,81256,8,92.45,7.55
200,1075464,994438,81026,81026,8,92.47,7.53
201,1076492,995428,81064,81064,8,92.47,7.53
202,1073908,992956,80952,80952,8,92.46,7.54
203,1073740,992562,81178,81178,8,92.44,7.56
204,1160498,1078309,82189,82189,8,92.92,7.08
205,1074014,992817,81197,81197,8,92.44,7.56
206,1074236,992693,81543,81543,8,92.41,7.59
207,1075118,993605,81513,81513,8,92.42,7.58
208,1077220,995380,81840,81840,8,92.40,7.60
209,1083998,1002102,81896,81896,8,92.45,7.55
210,1079952,998520,81432,81432,8,92.46,7.54
211,1085145,1003923,81222,81222,8,92.52,7.48
212,1090918,1009430,81488,81488,8,92.53,7.47
213,1214750,1132395,82355,82355,8,93.22,6.78
214,1076637,995164,81473,81473,8,92.43,7.57
215,1075480,993919,81561,81561,8,92.42,7.58
216,1073899,992468,81431,81431,8,92.42,7.58
217,1083595,1002423,81172,81172,8,92.51,7.49
218,1080170,998820,81350,81350,8,92.47,7.53
219,1076927,995362,81565,81565,8,92.43,7.57
220,1074966,993122,81844,81844,8,92.39,7.61
221,1073895,992692,81203,81203,8,92.44,7.56
222,1074977,993540,81437,81437,8,92.42,7.58
223,1088568,1007341,81227,81227,8,92.54,7.46
224,1090524,1008783,81741,81741,8,92.50,7.50
225,1082969,1001749,81220,81220,8,92.50,7.50
226,1078673,997088,81585,81585,8,92.44,7.56
227,1144787,1063057,81730,81730,8,92.86,7.14
228,1087101,1005298,81803,81803,8,92.48,7.52
229,1080283,998692,81591,81591,8,92.45,7.55
230,1090096,1008274,81822,81822,8,92.49,7.51
231,1081951,1000253,81698,81698,8,92.45,7.55
232,1073346,991945,81401,81401,8,92.42,7.58
233,1075342,994215,81127,81127,8,92.46,7.54
234,1073837,992561,81276,81276,8,92.43,7.57
235,1086834,1005523,81311,81311,8,92.52,7.48
236,1072950,991568,81382,81382,8,92.42,7.58
237,1074109,992930,81179,81179,8,92.44,7.56
238,1073977,992575,81402,81402,8,92.42,7.58
239,1073932,992751,81181,81181,8,92.44,7.56
240,1075453,994008,81445,81445,8,92.43,7.57
241,1079139,997912,81227,81227,8,92.47,7.53
242,1133512,1052049,81463,81463,8,92.81,7.19
243,1101437,1020082,81355,81355,8,92.61,7.39
244,1097043,1015498,81545,81545,8,92.57,7.43
245,1091830,1010522,81308,81308,8,92.55,7.45
246,1087875,1006359,81516,81516,8,92.51,7.49
247,1109818,1028012,81806,81806,8,92.63,7.37
248,1159127,1077340,81787,81787,8,92.94,7.06
249,1153616,1072108,81508,81508,8,92.93,7.07
250,1342996,1250931,92065,92065,8,93.14,6.86
251,1188178,1103437,84741,84741,8,92.87,7.13
252,1379646,1288947,90699,90699,8,93.43,6.57
253,1296646,1211119,85527,85527,8,93.40,6.60
254,1100617,1018857,81760,81760,8,92.57,7.43
255,1352722,1270733,81989,81989,8,93.94,6.06
