Set,Accesses,Hits,Misses,Evictions,WaysUsed,HitRate,EvictionRate
161,16584,15289,1295,1295,4,92.19,7.81
162,16585,14933,1652,1652,4,90.04,9.96
163,19515,17854,1661,1661,4,91.49,8.51
164,28908,27221,1687,1687,5,94.16,5.84
165,28698,25829,2869,2869,7,90.00,10.00
166,16905,15457,1448,1448,6,91.43,8.57
167,37528,34128,3400,3400,7,90.94,9.06
168,31810,29098,2712,2712,4,91.47,8.53
169,17437,15493,1944,1944,3,88.85,11.15
170,18852,17855,997,997,4,94.71,5.29
171,9197,8236,961,961,4,89.55,10.45
172,11348,10281,1067,1067,3,90.60,9.40
173,32326,29741,2585,2585,5,92.00,8.00
174,107567,104775,2792,2792,5,97.40,2.60
175,110545,107860,2685,2685,5,97.57,2.43
176,8423813,8420766,3047,3047,6,99.96,0.04
177,6833671,6832676,995,995,5,99.99,0.01
178,45760,44986,774,774,4,98.31,1.69
179,7790,7066,724,724,3,90.71,9.29
180,61226,57910,3316,3316,5,94.58,5.42
181,132387,124946,7441,7441,5,94.38,5.62
182,235918,224974,10944,10944,6,95.36,4.64
183,41245,32696,8549,8549,4,79.27,20.73
184,18304,14241,4063,4063,4,77.80,22.20
185,6298,5866,432,432,4,93.14,6.86
186,37507,34483,3024,3024,6,91.94,8.06
187,14362,11806,2556,2556,6,82.20,17.80
188,28807,25951,2856,2856,5,90.09,9.91
189,27545,24690,2855,2855,5,89.64,10.36
190,14010,12899,1111,1111,4,92.07,7.93
191,12408,11541,867,867,5,93.01,6.99
192,9410,9126,284,284,5,96.98,3.02
193,4636,4493,143,143,4,96.92,3.08
194,3796,3603,193,193,4,94.92,5.08
195,12321,11167,1154,1154,3,90.63,9.37
196,54160,49798,4362,4362,6,91.95,8.05
197,28244,25883,2361,2361,6,91.64,8.36
198,26410,24705,1705,1705,4,93.54,6.46
199,60984,59096,1888,1888,4,96.90,3.10
200,58138,54068,4070,4070,7,93.00,7.00
201,99255,92897,6358,6358,7,93.59,6.41
202,110098,104920,5178,5178,4,95.30,4.70
203,127112,116804,10308,10308,8,91.89,8.11
204,116456,105618,10838,10838,8,90.69,9.31
205,40047,37952,2095,2095,7,94.77,5.23
206,73399,69833,3566,3566,5,95.14,4.86
207,15306,12409,2897,2897,4,81.07,18.93
208,137387,129712,7675,7675,5,94.41,5.59
209,102187,94446,7741,7741,6,92.42,7.58
210,117651,108258,9393,9394,5,92.02,7.98
211,88597,85956,2641,2641,5,97.02,2.98
212,67092,63359,3733,3733,5,94.44,5.56
213,8553,8008,545,545,5,93.63,6.37
214,77985,68402,9583,9583,7,87.71,12.29
215,228507,218826,9681,9681,7,95.76,4.24
216,37531,34207,3324,3324,8,91.14,8.86
217,176065,163974,12091,12091,8,93.13,6.87
218,181560,177716,3844,3844,8,97.88,2.12
219,131170,128253,2917,2917,8,97.78,2.22
220,73158,65984,7174,7174,8,90.19,9.81
221,19575,17779,1796,1796,7,90.83,9.17
222,109519,100693,8826,8826,7,91.94,8.06
223,13438,12084,1354,1354,6,89.92,10.08
224,30648,28265,2383,2383,5,92.22,7.78
225,291587,273944,17643,17643,7,93.95,6.05
226,196045,184648,11397,11397,7,94.19,5.81
227,63486,59177,4309,4309,6,93.21,6.79
228,40694,38576,2118,2118,3,94.80,5.20
229,80878,72279,8599,8599,4,89.37,10.63
230,184384,175752,8632,8632,4,95.32,4.68
231,239017,229488,9529,9529,4,96.01,3.99
232,231547,220874,10673,10673,5,95.39,4.61
233,182746,172646,10100,10100,4,94.47,5.53
234,48892,45820,3072,3072,3,93.72,6.28
235,36024,33202,2822,2822,3,92.17,7.83
236,194200,185015,9185,9185,3,95.27,4.73
237,175247,166019,9228,9228,3,94.73,5.27
238,7273,7033,240,240,5,96.70,3.30
239,31773,29553,2220,2220,4,93.01,6.99
240,28119,27210,909,909,4,96.77,3.23
241,22848,20495,2353,2353,4,89.70,10.30
242,10864,10198,666,666,3,93.87,6.13
243,16915,14304,2611,2611,4,84.56,15.44
244,37699,32491,5208,5208,4,86.19,13.81
245,60128,57638,2490,2490,4,95.86,4.14
246,36765,34235,2530,2530,6,93.12,6.88
247,65632,55922,9710,9710,5,85.21,14.79
248,20746,17822,2924,2924,4,85.91,14.09
249,42480,38960,3520,3520,3,91.71,8.29
250,170913,160692,10221,10221,4,94.02,5.98
251,216127,208532,7595,7595,5,96.49,3.51
252,139462,131437,8025,8025,5,94.25,5.75
253,734198,723860,10338,10338,5,98.59,1.41
254,701877,691563,10314,10314,4,98.53,1.47
255,1585953,1585100,853,853,4,99.95,0.05
