Set,Accesses,Hits,Misses,Evictions,WaysUsed,HitRate,EvictionRate
129,7846,7201,645,645,3,91.78,8.22
130,7843,7008,835,835,4,89.35,10.65
131,11958,11316,642,642,4,94.63,5.37
132,9769,9200,569,569,4,94.18,5.82
133,17656,16699,957,957,4,94.58,5.42
134,12418,11537,881,881,4,92.91,7.09
135,3600,3198,402,402,3,88.83,11.17
136,3906,3575,331,331,3,91.53,8.47
137,12116,11702,414,414,4,96.58,3.42
138,34595,33415,1180,1180,3,96.59,3.41
139,15788,14817,971,971,4,93.85,6.15
140,70693,66529,4164,4164,4,94.11,5.89
141,84818,80667,4151,4151,4,95.11,4.89
142,95241,90531,4710,4710,3,95.05,4.95
143,74886,70116,4770,4770,5,93.63,6.37
144,26746,21845,4901,4901,7,81.68,18.32
145,17160,15197,1963,1963,5,88.56,11.44
146,21896,18826,3070,3070,6,85.98,14.02
147,29983,27533,2450,2450,6,91.83,8.17
148,16740,14334,2406,2406,5,85.63,14.37
149,16542,15065,1477,1477,5,91.07,8.93
150,16569,15331,1238,1238,5,92.53,7.47
151,157364,155274,2090,2090,5,98.67,1.33
152,37985,34984,3001,3001,6,92.10,7.90
153,23670,21528,2142,2142,5,90.95,9.05
154,36545,35034,1511,1511,6,95.87,4.13
155,25570,24119,1451,1451,5,94.33,5.67
156,15008,12959,2049,2049,5,86.35,13.65
157,27332,25779,1553,1553,5,94.32,5.68
158,20024,18152,1872,1872,4,90.65,9.35
159,12264,11246,1018,1018,5,91.70,8.30
160,9071,7616,1455,1455,5,83.96,16.04
161,177472,173687,3785,3785,4,97.87,2.13
162,60294,56171,4123,4123,4,93.16,6.84
163,23191,21471,1720,1720,4,92.58,7.42
164,30540,28934,1606,1606,4,94.74,5.26
165,27964,25229,2735,2735,7,90.22,9.78
166,15880,14518,1362,1362,6,91.42,8.58
167,35203,31997,3206,3205,7,90.89,9.10
168,29912,27388,2524,2524,4,91.56,8.44
169,16213,14371,1842,1842,4,88.64,11.36
170,16669,15796,873,873,3,94.76,5.24
171,7522,6682,840,840,3,88.83,11.17
172,10140,9165,975,975,4,90.38,9.62
173,42408,38985,3423,3423,5,91.93,8.07
174,74126,70727,3399,3399,5,95.41,4.59
175,62190,58895,3295,3295,5,94.70,5.30
176,53452,50082,3370,3370,6,93.70,6.30
177,5378,4968,410,410,5,92.38,7.62
178,4469,4022,447,447,4,90.00,10.00
179,6955,6308,647,647,3,90.70,9.30
180,62834,59038,3796,3796,5,93.96,6.04
181,147607,139328,8279,8279,5,94.39,5.61
182,274675,262065,12610,12610,6,95.41,4.59
183,42391,33101,9290,9290,4,78.08,21.92
184,17432,12651,4781,4781,4,72.57,27.43
185,3684,3492,192,192,3,94.79,5.21
186,44799,41000,3799,3799,6,91.52,8.48
187,17077,13669,3408,3408,6,80.04,19.96
188,35414,31719,3695,3695,5,89.57,10.43
189,102977,98741,4236,4236,5,95.89,4.11
190,86467,84880,1587,1587,4,98.16,1.84
191,211470,210190,1280,1280,5,99.39,0.61
192,209599,208872,727,727,5,99.65,0.35
193,74904,74316,588,588,4,99.21,0.79
194,12265,11613,652,652,4,94.68,5.32
195,20797,19160,1637,1637,3,92.13,7.87
196,72137,66390,5747,5747,6,92.03,7.97
197,17153947,17151094,2853,2853,6,99.98,0.02
198,871048,868877,2171,2171,5,99.75,0.25
199,137337,134969,2368,2368,5,98.28,1.72
200,132836,127331,5505,5505,7,95.86,4.14
201,179994,171327,8667,8667,7,95.18,4.82
202,206942,199457,7485,7485,6,96.38,3.62
203,213178,200499,12679,12679,6,94.05,5.95
204,168413,155205,13208,13208,8,92.16,7.84
205,101458,98858,2600,2600,8,97.44,2.56
206,117920,113408,4512,4512,6,96.17,3.83
207,25618,21520,4098,4098,5,84.00,16.00
208,1207537,1198081,9456,9456,5,99.22,0.78
209,959379,950283,9096,9096,6,99.05,0.95
210,128285,117484,10801,10802,6,91.58,8.42
211,22224,19404,2820,2820,5,87.31,12.69
212,66200,61585,4615,4615,6,93.03,6.97
213,7522,7035,487,487,5,93.53,6.47
214,64639,54780,9859,9859,7,84.75,15.25
215,60605,50726,9879,9879,7,83.70,16.30
216,26221,24388,1833,1833,8,93.01,6.99
217,161711,149285,12426,12426,8,92.32,7.68
218,79874,75590,4284,4284,8,94.64,5.36
219,26410,24052,2358,2358,8,91.07,8.93
220,66839,59202,7637,7637,8,88.57,11.43
221,19484,17818,1666,1666,7,91.45,8.55
222,119690,110024,9666,9666,8,91.92,8.08
223,13805,12442,1363,1363,6,90.13,9.87
224,27789,25575,2214,2214,5,92.03,7.97
225,153993,136809,17184,17184,7,88.84,11.16
226,180139,170052,10087,10087,7,94.40,5.60
227,62205,58190,4015,4015,4,93.55,6.45
228,39824,37771,2053,2053,4,94.84,5.16
229,682413,672091,10322,10322,4,98.49,1.51
230,996094,985724,10370,10370,5,98.96,1.04
231,269105,258774,10331,10331,4,96.16,3.84
232,274248,261882,12366,12366,5,95.49,4.51
233,221548,209766,11782,11782,5,94.68,5.32
234,63371,59503,3868,3868,4,93.90,6.10
235,43480,39846,3634,3634,4,91.64,8.36
236,232908,222009,10899,10899,5,95.32,4.68
237,201054,190144,10910,10910,5,94.57,5.43
238,7684,7499,185,185,5,97.59,2.41
239,30158,28042,2116,2116,4,92.98,7.02
240,27175,26309,866,866,4,96.81,3.19
241,22512,20277,2235,2235,4,90.07,9.93
242,10881,10285,596,596,3,94.52,5.48
243,21586,18132,3454,3454,4,84.00,16.00
244,48436,41495,6941,6941,5,85.67,14.33
245,81574,78233,3341,3341,5,95.90,4.10
246,49833,46450,3383,3383,6,93.21,6.79
247,82788,71364,11424,11424,6,86.20,13.80
248,26119,22390,3729,3729,4,85.72,14.28
249,55708,51382,4326,4326,3,92.23,7.77
250,192932,181025,11907,11907,4,93.83,6.17
251,241733,233314,8419,8419,4,96.52,3.48
252,161385,152508,8877,8877,5,94.50,5.50
253,234388,222885,11503,11503,5,95.09,4.91
254,193650,182135,11515,11515,4,94.05,5.95
255,12021,11662,359,359,4,97.01,2.99
