Set,Accesses,Hits,Misses,Evictions,WaysUsed,HitRate,EvictionRate
56,1346977,1269717,77260,77260,8,94.26,5.74
57,1199963,1122330,77633,77633,8,93.53,6.47
58,1257367,1180018,77349,77349,8,93.85,6.15
59,1200192,1122498,77694,77694,8,93.53,6.47
60,1213963,1136622,77341,77341,8,93.63,6.37
61,1215347,1136575,78772,78772,8,93.52,6.48
62,1218507,1140136,78371,78371,8,93.57,6.43
63,1240933,1162101,78832,78832,8,93.65,6.35
64,1313062,1236049,77013,77013,8,94.13,5.87
65,1126289,1049912,76377,76377,8,93.22,6.78
66,1236129,1158803,77326,77326,8,93.74,6.26
67,1183415,1106236,77179,77179,8,93.48,6.52
68,1133277,1057090,76187,76187,8,93.28,6.72
69,1116151,1039670,76481,76481,8,93.15,6.85
70,1122981,1046806,76175,76175,8,93.22,6.78
71,1105617,1029645,75972,75972,8,93.13,6.87
72,1111420,1035243,76177,76177,8,93.15,6.85
73,1113528,1037421,76107,76107,8,93.17,6.83
74,1105551,1030027,75524,75524,8,93.17,6.83
75,1108297,1032324,75973,75973,8,93.15,6.85
76,1132756,1056729,76027,76027,8,93.29,6.71
77,1135249,1059057,76192,76192,8,93.29,6.71
78,1148207,1072393,75814,75814,8,93.40,6.60
79,1126922,1050866,76056,76056,8,93.25,6.75
80,1132940,1056821,76119,76119,8,93.28,6.72
81,1112335,1036483,75852,75852,8,93.18,6.82
82,1109107,1033154,75953,75953,8,93.15,6.85
83,1113815,1037701,76114,76114,8,93.17,6.83
84,1106189,1030577,75612,75612,8,93.16,6.84
85,1107676,1031937,75739,75739,8,93.16,6.84
86,1106615,1030823,75792,75792,8,93.15,6.85
87,1153002,1076716,76286,76286,8,93.38,6.62
88,1414495,1338348,76147,76147,8,94.62,5.38
89,1124992,1048475,76517,76517,8,93.20,6.80
90,1111970,1035474,76496,76496,8,93.12,6.88
91,1114317,1037898,76419,76419,8,93.14,6.86
92,1111970,1036073,75897,75897,8,93.17,6.83
93,1113423,1037027,76396,76396,8,93.14,6.86
94,1118977,1042433,76544,76544,8,93.16,6.84
95,1106291,1030492,75799,75799,8,93.15,6.85
96,1112194,1036227,75967,75967,8,93.17,6.83
97,1115658,1039546,76112,76112,8,93.18,6.82
98,2957581,2870993,86588,86588,8,97.07,2.93
99,2964537,2876959,87578,87578,8,97.05,2.95
100,2145865,2059727,86138,86138,8,95.99,4.01
101,1275487,1188882,86605,86605,8,93.21,6.79
102,1159429,1082301,77128,77128,8,93.35,6.65
103,1132398,1055923,76475,76475,8,93.25,6.75
104,1575391,1488768,86623,86623,8,94.50,5.50
105,1248581,1161940,86641,86641,8,93.06,6.94
106,1109082,1033428,75654,75654,8,93.18,6.82
107,1113417,1036992,76425,76425,8,93.14,6.86
108,1125123,1049032,76091,76091,8,93.24,6.76
109,1249520,1172925,76595,76595,8,93.87,6.13
110,1147182,1071083,76099,76099,8,93.37,6.63
111,1155730,1079580,76150,76150,8,93.41,6.59
112,1117479,1041512,75967,75967,8,93.20,6.80
113,1117814,1041222,76592,76592,8,93.15,6.85
114,1120280,1044667,75613,75613,8,93.25,6.75
115,1124925,1048916,76009,76009,8,93.24,6.76
116,1134727,1058869,75858,75858,8,93.31,6.69
117,1139010,1062439,76571,76571,8,93.28,6.72
118,1126473,1050791,75682,75682,8,93.28,6.72
119,1133619,1057552,76067,76067,8,93.29,6.71
120,1145040,1069324,75716,75716,8,93.39,6.61
121,1135779,1059631,76148,76148,8,93.30,6.70
122,1138399,1062290,76109,76109,8,93.31,6.69
123,1142428,1066025,76403,76403,8,93.31,6.69
124,1146151,1070093,76058,76058,8,93.36,6.64
125,1140435,1064045,76390,76390,8,93.30,6.70
126,1135664,1059713,75951,75951,8,93.31,6.69
127,1165057,1088663,76394,76394,8,93.44,6.56
128,2590432,2500716,89716,89716,8,96.54,3.46
129,1153161,1075951,77210,77210,8,93.30,6.70
130,1151321,1073688,77633,77633,8,93.26,6.74
131,1151364,1073971,77393,77393,8,93.28,6.72
132,1153701,1076224,77477,77477,8,93.28,6.72
133,1167552,1090071,77481,77481,8,93.36,6.64
134,1150790,1073444,77346,77346,8,93.28,6.72
135,1151244,1074091,77153,77153,8,93.30,6.70
136,1157394,1079790,77604,77604,8,93.29,6.71
137,1154148,1076150,77998,77998,8,93.24,6.76
138,1153552,1075625,77927,77927,8,93.24,6.76
139,1152693,1075275,77418,77418,8,93.28,6.72
140,1158445,1081008,77437,77437,8,93.32,6.68
141,1165976,1088274,77702,77702,8,93.34,6.66
142,1155995,1078205,77790,77790,8,93.27,6.73
143,1170987,1093187,77800,77800,8,93.36,6.64
144,1157262,1079452,77810,77810,8,93.28,6.72
145,1150126,1072402,77724,77724,8,93.24,6.76
146,1147147,1070691,76456,76456,8,93.34,6.66
147,1149263,1072911,76352,76352,8,93.36,6.64
148,1147232,1070734,76498,76498,8,93.33,6.67
149,1148393,1072321,76072,76072,8,93.38,6.62
150,1146591,1070348,76243,76243,8,93.35,6.65
151,1148849,1072516,76333,76333,8,93.36,6.64
152,1146875,1070436,76439,76439,8,93.34,6.66
153,1149118,1072843,76275,76275,8,93.36,6.64
154,1146601,1070357,76244,76244,8,93.35,6.65
155,1147205,1071151,76054,76054,8,93.37,6.63
156,1154889,1078187,76702,76702,8,93.36,6.64
157,1147322,1071070,76252,76252,8,93.35,6.65
158,1146524,1070263,76261,76261,8,93.35,6.65
159,2419526,2332968,86558,86558,8,96.42,3.58
160,1146923,1070486,76437,76437,8,93.34,6.66
161,1148227,1072173,76054,76054,8,93.38,6.62
162,1146932,1070489,76443,76443,8,93.34,6.66
163,1155041,1078869,76172,76172,8,93.41,6.59
164,1155613,1078764,76849,76849,8,93.35,6.65
165,1147121,1071064,76057,76057,8,93.37,6.63
166,1146443,1070009,76434,76434,8,93.33,6.67
167,1146897,1070847,76050,76050,8,93.37,6.63
168,1170484,1093771,76713,76713,8,93.45,6.55
169,1153979,1077635,76344,76344,8,93.38,6.62
170,1153186,1076479,76707,76707,8,93.35,6.65
171,1154946,1078592,76354,76354,8,93.39,6.61
172,1284880,1207516,77364,77364,8,93.98,6.02
173,1174746,1098165,76581,76581,8,93.48,6.52
174,1168884,1092131,76753,76753,8,93.43,6.57
175,1162396,1086072,76324,76324,8,93.43,6.57
176,1169344,1092554,76790,76790,8,93.43,6.57
177,1154394,1078054,76340,76340,8,93.39,6.61
178,1146628,1070179,76449,76449,8,93.33,6.67
179,1146976,1070911,76065,76065,8,93.37,6.63
180,1147509,1071072,76437,76437,8,93.34,6.66
181,1148263,1072200,76063,76063,8,93.38,6.62
182,1149158,1072433,76725,76725,8,93.32,6.68
183,1148121,1072010,76111,76111,8,93.37,6.63
184,1146524,1070088,76436,76436,8,93.33,6.67
185,1147802,1071706,76096,76096,8,93.37,6.63
186,1146666,1070235,76431,76431,8,93.33,6.67
187,1158336,1081884,76452,76452,8,93.40,6.60
188,1158264,1081563,76701,76701,8,93.38,6.62
189,1148170,1072076,76094,76094,8,93.37,6.63
190,1145893,1069467,76426,76426,8,93.33,6.67
191,2838803,2751589,87214,87214,8,96.93,3.07
192,1221317,1141466,79851,79851,8,93.46,6.54
193,1092827,1014121,78706,78706,8,92.80,7.20
194,1085267,1006357,78910,78910,8,92.73,7.27
195,1087020,1008043,78977,78977,8,92.73,7.27
196,1085314,1006191,79123,79123,8,92.71,7.29
197,1085955,1007021,78934,78934,8,92.73,7.27
198,1085286,1006366,78920,78920,8,92.73,7.27
199,1086044,1007085,78959,78959,8,92.73,7.27
200,1086328,1007141,79187,79187,8,92.71,7.29
201,1090367,1011347,79020,79020,8,92.75,7.25
202,1086276,1007069,79207,79207,8,92.71,7.29
203,1085362,1006465,78897,78897,8,92.73,7.27
204,1162604,1083207,79397,79397,8,93.17,6.83
205,1085900,1006980,78920,78920,8,92.73,7.27
206,1085828,1006828,79000,79000,8,92.72,7.28
207,1087081,1008120,78961,78961,8,92.74,7.26
208,1089572,1010167,79405,79405,8,92.71,7.29
209,1099542,1019282,80260,80260,8,92.70,7.30
210,1095919,1015960,79959,79959,8,92.70,7.30
211,1099435,1019475,79960,79960,8,92.73,7.27
212,1108968,1028733,80235,80235,8,92.76,7.24
213,1214833,1133910,80923,80923,8,93.34,6.66
214,1096291,1016288,80003,80003,8,92.70,7.30
215,1095710,1015479,80231,80231,8,92.68,7.32
216,1089930,1009955,79975,79975,8,92.66,7.34
217,1106386,1026609,79777,79777,8,92.79,7.21
218,1272962,1182252,90710,90710,8,92.87,7.13
219,2173083,2082612,90471,90471,8,95.84,4.16
220,1130739,1050423,80316,80316,8,92.90,7.10
221,1088667,1008922,79745,79745,8,92.67,7.33
222,1085303,1006394,78909,78909,8,92.73,7.27
223,1092971,1014046,78925,78925,8,92.78,7.22
224,1088404,1009330,79074,79074,8,92.73,7.27
225,1086188,1007471,78717,78717,8,92.75,7.25
226,1088415,1009207,79208,79208,8,92.72,7.28
227,1148645,1069532,79113,79113,8,93.11,6.89
228,1098069,1018701,79368,79368,8,92.77,7.23
229,1091174,1012196,78978,78978,8,92.76,7.24
230,1100860,1021471,79389,79389,8,92.79,7.21
231,1090694,1011618,79076,79076,8,92.75,7.25
232,1084088,1004978,79110,79110,8,92.70,7.30
233,1086408,1007704,78704,78704,8,92.76,7.24
234,1084595,1005513,79082,79082,8,92.71,7.29
235,1097668,1018849,78819,78819,8,92.82,7.18
236,1083907,1004818,79089,79089,8,92.70,7.30
237,1084773,1006074,78699,78699,8,92.75,7.25
238,1084268,1005189,79079,79079,8,92.71,7.29
239,1084749,1006053,78696,78696,8,92.75,7.25
240,1086640,1007500,79140,79140,8,92.72,7.28
241,1090681,1011936,78745,78745,8,92.78,7.22
242,1149305,1070139,79166,79166,8,93.11,6.89
243,1114400,1035549,78851,78851,8,92.92,7.08
244,1109856,1030652,79204,79204,8,92.86,7.14
245,1104961,1026141,78820,78820,8,92.87,7.13
246,1100423,1021213,79210,79210,8,92.80,7.20
247,1122912,1043674,79238,79238,8,92.94,7.06
248,1174936,1095583,79353,79353,8,93.25,6.75
249,1169348,1090394,78954,78954,8,93.25,6.75
250,1173044,1093711,79333,79333,8,93.24,6.76
251,1146021,1067070,78951,78951,8,93.11,6.89
252,1104838,1025489,79349,79349,8,92.82,7.18
253,1107069,1028072,78997,78997,8,92.86,7.14
254,1105435,1026076,79359,79359,8,92.82,7.18
255,1333680,1254328,79352,79352,8,94.05,5.95
